"BURNTWOOD HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3174,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,4.51,3.81,1.12,2.57,0.84,2.64,1.85,3.01,,
February,,,1.69,0.66,1.26,2.96,4.09,0.71,1.95,2.27,,
March,,,2.64,2.49,1.96,1.06,4.72,1.23,1.32,3.98,,
April,,,0.22,2.94,0.40,0.79,1.27,1.86,1.30,1.62,,
May,,,4.76,2.66,1.26,1.56,2.88,1.88,2.81,0.93,,
June,,,5.04,0.38,1.78,0.87,1.28,2.27,1.08,0.95,,
July,,0.31,5.17,1.19,3.39,4.75,1.60,0.83,4.36,3.83,,
August,,,6.30,1.46,1.40,2.62,1.97,5.00,1.55,2.85,,
September,0.18,,1.20,3.89,0.78,1.17,1.50,0.70,6.02,2.02,,
October,,,2.39,3.34,2.42,1.46,2.63,2.90,1.63,3.27,,
November,3.52,,2.05,1.89,2.80,2.66,3.18,1.02,1.40,1.65,,
December,,3.80,2.64,1.01,4.99,6.15,2.18,1.39,3.20,3.24,,
Total,25.46,19.65,38.61,25.72,23.56,28.62,28.14,22.43,28.47,29.62,,
Calc annual,3.70,4.11,38.61,25.72,23.56,28.62,28.14,22.43,28.47,29.62,,
Difference,21.76,15.54,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
