"PORT TALBOT H E SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,5.95,,
April,,,,,,,,,,1.71,,
May,,,,,,,,,,1.53,,
June,,,,,,,,,,2.01,,
July,,,,,,,,,,0.92,,
August,,,,,,,,,,1.49,,
September,,,,,,,,,,1.33,,
October,,,,,,,,,,1.26,,
November,,,,,,,,,,1.22,,
December,,,,,,,,,,5.99,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.41,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
