"FROGGATT EDGE, STOKE FLAT FILTERS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2684,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.93,4.06,7.29,2.28,,,4.65,2.90,7.79,1.78,5.56,
February,3.30,0.42,4.42,4.62,,,3.00,1.92,4.83,0.78,1.81,
March,2.30,2.12,3.76,4.02,,,2.17,4.27,2.20,-999.00,3.39,
April,6.51,2.47,3.68,2.84,,,2.23,4.01,1.49,0.83,3.31,
May,2.54,0.98,1.19,3.93,,,2.78,1.32,1.18,2.40,1.61,
June,3.18,0.77,0.45,0.94,,,3.20,4.75,3.67,1.96,1.83,
July,5.27,0.86,4.79,2.72,,,3.11,4.01,1.20,2.06,5.95,
August,1.14,2.90,7.08,4.99,,,3.00,4.18,4.16,2.91,3.32,
September,1.45,1.30,2.50,5.24,,,1.55,5.01,0.42,1.53,4.70,
October,2.20,2.31,1.95,2.63,,,4.45,4.25,5.38,4.43,4.85,
November,1.68,2.17,2.61,6.27,,,5.36,4.84,4.95,8.60,4.63,
December,4.63,5.81,4.74,4.10,,,2.62,2.25,3.26,7.21,3.77,
Total,39.13,26.17,44.46,44.58,,,38.12,43.71,40.53,34.34,44.73,
Calc annual,39.13,26.17,44.46,44.58,0.00,0.00,38.12,43.71,40.53,34.49,44.73,
Difference,0.00,0.00,-0.00,-0.00,NaN,NaN,0.00,0.00,0.00,-0.15,-0.00,
