"NORTHWICH, LOSTOCK GRALAM",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2779,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.55,3.68,3.86,2.34,2.79,2.23,2.44,3.20,5.93,2.10,4.26,
February,2.65,0.39,3.33,4.32,0.90,4.30,3.31,1.26,2.76,1.12,0.21,
March,3.28,1.64,1.98,1.63,1.15,0.89,1.23,3.14,1.47,0.73,2.61,
April,4.48,1.24,2.49,2.71,2.26,1.33,0.93,2.74,0.93,0.86,2.50,
May,3.75,1.07,0.90,3.65,5.47,4.09,2.92,1.46,1.40,1.91,2.09,
June,3.85,0.37,1.77,0.68,2.27,0.04,1.43,4.42,5.07,1.59,1.23,
July,6.28,0.57,4.08,3.57,3.99,2.63,3.55,3.26,1.86,2.46,5.33,
August,1.70,4.31,3.73,4.04,4.17,3.00,3.33,4.18,2.42,3.39,3.50,
September,2.79,0.69,3.28,3.78,3.46,3.75,4.17,5.18,0.96,2.23,2.57,
October,1.01,2.33,0.35,4.44,4.24,4.10,3.16,2.14,3.95,5.17,4.45,
November,0.61,2.10,1.39,2.36,1.26,1.98,4.75,2.50,4.55,5.76,3.55,
December,2.07,3.16,4.73,4.61,3.28,2.05,0.87,1.44,1.84,5.05,3.35,
Total,36.02,21.55,31.89,38.13,35.24,30.39,32.09,34.92,33.14,32.37,35.65,
Calc annual,36.02,21.55,31.89,38.13,35.24,30.39,32.09,34.92,33.14,32.37,35.65,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
