"SAINTFIELD HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6201,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.56,5.15,4.83,3.22,5.49,2.91,5.64,3.24,5.19,2.45,4.24,
February,2.15,0.85,3.38,7.59,1.09,4.56,3.34,2.34,4.23,3.07,0.91,
March,3.07,2.65,1.51,2.53,1.63,1.08,1.30,3.33,5.61,0.47,1.94,
April,2.47,1.25,4.80,4.08,3.34,3.54,2.05,1.64,2.31,1.42,1.22,
May,3.03,2.14,1.46,1.48,4.37,4.63,2.05,1.32,1.51,2.54,1.76,
June,2.46,0.33,2.08,1.18,3.78,0.39,1.99,4.02,4.35,2.81,2.62,
July,2.58,3.82,4.15,2.28,4.99,3.72,2.68,4.19,2.20,2.63,4.19,
August,1.95,2.92,3.64,6.99,4.00,1.88,3.90,4.97,4.15,4.62,7.53,
September,3.06,1.42,2.91,3.85,5.67,3.45,2.00,5.89,2.23,0.89,4.54,
October,5.65,3.31,0.98,4.05,2.36,3.61,3.34,4.01,5.88,3.31,5.32,
November,2.43,4.51,1.46,3.24,3.57,2.76,5.14,4.41,4.58,4.72,4.04,
December,4.57,2.38,2.98,4.14,4.66,4.15,1.22,3.35,3.79,6.54,3.41,
Total,35.98,30.73,34.18,44.63,44.95,36.68,34.65,42.71,46.03,35.47,41.72,
Calc annual,35.98,30.73,34.18,44.63,44.95,36.68,34.65,42.71,46.03,35.47,41.72,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
