"CUPAR, RANKEILLOUR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5492,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.34,3.58,3.04,1.59,3.63,2.49,4.49,2.50,7.06,1.61,2.71,
February,2.16,0.35,1.77,4.78,0.95,3.84,4.30,1.23,1.86,1.53,1.33,
March,2.22,2.58,2.14,0.95,0.64,1.47,0.86,2.63,4.50,0.45,2.13,
April,1.69,1.32,1.37,2.08,1.31,3.83,1.91,1.18,0.57,1.04,1.82,
May,2.05,1.50,0.65,1.46,4.24,3.85,1.52,2.28,1.77,2.97,1.95,
June,0.76,0.22,2.04,0.99,2.06,0.59,3.27,1.80,4.86,1.81,2.13,
July,1.21,2.15,3.01,1.79,4.74,1.62,2.49,2.73,0.91,2.99,2.35,
August,4.05,3.33,1.34,2.95,2.04,2.57,2.00,4.89,6.56,4.48,8.03,
September,1.64,0.86,2.21,2.81,3.74,3.66,4.15,5.01,2.65,0.43,4.24,
October,2.18,2.74,1.98,1.77,2.50,2.49,4.86,4.36,4.38,3.02,2.90,
November,2.32,1.09,1.19,2.14,1.80,0.85,5.47,2.32,3.21,4.29,3.82,
December,4.03,1.62,2.04,2.40,5.16,2.45,0.27,2.18,3.57,4.14,2.95,
Total,25.65,21.34,22.78,25.71,32.81,29.71,35.59,33.11,41.90,28.76,36.36,
Calc annual,25.65,21.34,22.78,25.71,32.81,29.71,35.59,33.11,41.90,28.76,36.36,
Difference,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
