"HARROGATE PARK PARADE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.76,3.88,,,,,,,,,,
February,2.62,0.13,,,,,,,,,,
March,2.79,1.91,,,,,,,,,,
April,4.72,1.58,,,,,,,,,,
May,1.46,1.85,,,,,,,,,,
June,1.92,0.25,,,,,,,,,,
July,6.26,1.84,,,,,,,,,,
August,1.57,2.51,,,,,,,,,,
September,0.96,1.03,,,,,,,,,,
October,3.10,1.66,,,,,,,,,,
November,2.02,2.60,,,,,,,,,,
December,4.00,4.12,,,,,,,,,,
Total,35.18,23.36,,,,,,,,,,
Calc annual,35.18,23.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
