"FARLINGTON PUMPING STATION, NEW GAUGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,681,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,3.97,
February,,,,,,,,,,,1.47,
March,,,,,,,,,,,1.44,
April,,,,,,,,,,,2.48,
May,,,,,,,,,,,1.55,
June,,,,,,,,,,,0.56,
July,,,,,,,,,,,2.31,
August,,,,,,,,,,,3.37,
September,,,,,,,,,,,2.44,
October,,,,,,,,,,,2.91,
November,,,,,,,,,,,4.98,
December,,,,,,,,,,,3.21,
Total,,,,,,,,,,,30.69,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.69,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,
