"HARROGATE W.W. BEAVER DYKE RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3353,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.23,4.78,3.70,1.58,2.18,2.79,3.14,2.52,6.14,1.64,6.08,
February,2.31,0.15,3.37,5.47,1.07,4.80,2.93,1.43,3.06,0.77,1.26,
March,2.77,1.71,2.49,1.58,1.20,1.27,1.32,2.17,2.93,0.39,2.71,
April,4.81,1.05,3.29,2.37,1.78,4.09,1.36,2.30,1.00,1.38,3.36,
May,2.65,2.03,0.89,3.58,4.96,5.74,2.45,1.65,2.45,1.83,1.65,
June,1.57,0.09,1.46,0.83,2.26,0.06,3.98,3.04,5.36,0.98,2.18,
July,6.92,1.82,4.78,3.82,4.32,0.96,2.46,4.74,0.83,3.24,5.37,
August,1.60,4.16,6.00,3.97,2.83,2.83,3.30,7.74,3.95,2.34,3.50,
September,1.08,1.11,3.61,2.82,3.43,2.33,1.69,3.65,0.42,0.88,4.07,
October,3.29,2.01,1.12,3.30,3.42,3.68,3.88,3.10,5.22,3.15,2.73,
November,1.97,2.99,1.04,3.59,2.63,2.30,5.59,3.23,4.10,4.35,4.51,
December,3.33,4.24,3.54,3.26,3.13,4.08,1.13,2.77,2.03,6.31,2.99,
Total,36.53,26.14,35.29,36.17,33.21,34.93,33.23,38.34,37.49,27.26,40.41,
Calc annual,36.53,26.14,35.29,36.17,33.21,34.93,33.23,38.34,37.49,27.26,40.41,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,
