"PITLOCHRY, DUNFALLANDY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5560,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.72,4.00,6.23,3.25,2.32,3.89,5.86,4.89,8.08,1.21,5.04,
February,4.09,0.47,3.04,7.67,1.35,4.92,4.04,1.30,3.08,1.69,0.65,
March,3.93,4.25,1.77,1.58,0.62,1.72,2.43,2.50,5.54,0.56,1.39,
April,1.54,0.83,2.91,2.98,2.32,3.07,1.81,1.81,1.11,1.16,1.43,
May,2.93,1.90,2.41,2.11,3.53,4.50,2.57,2.55,1.15,2.80,1.70,
June,0.85,0.84,1.66,0.78,1.47,0.50,4.32,2.91,2.61,2.10,1.60,
July,2.46,2.77,3.30,2.00,3.71,2.25,4.71,5.42,0.99,2.07,1.79,
August,3.75,4.57,1.91,5.23,4.64,2.63,2.25,7.89,4.87,3.19,5.88,
September,2.06,1.55,1.69,3.80,4.28,2.52,3.37,3.79,3.35,1.12,3.60,
October,4.57,2.10,1.34,4.71,3.70,3.28,5.29,4.56,5.21,4.37,4.57,
November,4.07,3.09,1.55,3.14,2.14,1.01,6.98,2.92,4.32,3.60,4.37,
December,3.67,4.45,3.95,2.78,5.74,3.66,1.35,1.56,3.43,8.80,4.51,
Total,38.64,30.82,31.76,40.03,35.82,33.95,44.98,42.10,43.74,32.67,36.53,
Calc annual,38.64,30.82,31.76,40.03,35.82,33.95,44.98,42.10,43.74,32.67,36.53,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,
