"ABERNETHY, GLEN FARG HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5538,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.54,4.22,
February,,,,,,,,,,2.01,1.74,
March,,,,,,,,,,0.38,2.57,
April,,,,,,,,,,1.22,2.03,
May,,,,,,,,,,2.93,1.52,
June,,,,,,,,,,2.02,2.15,
July,,,,,,,,,,3.17,2.97,
August,,,,,,,,,,3.85,5.60,
September,,,,,,,,,,0.59,6.06,
October,,,,,,,,,,3.93,4.09,
November,,,,,,,,,,5.12,3.89,
December,,,,,,,,,,5.20,4.09,
Total,,,,,,,,,,31.96,40.93,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.96,40.93,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
