"POLTIMORE RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1778,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.65,5.43,
February,,,,,,,,,,2.06,1.39,
March,,,,,,,,,,0.15,2.71,
April,,,,,,,,,,0.90,2.81,
May,,,,,,,,,,2.16,1.79,
June,,,,,,,,,,2.35,0.52,
July,,,,,,,,,,1.22,1.45,
August,,,,,,,,,,2.17,3.21,
September,,,,,,,,,,0.43,4.66,
October,,,,,,,,,,5.45,3.76,
November,,,,,,,,,,9.97,6.01,
December,,,,,,,,,,7.90,3.58,
Total,,,,,,,,,,36.41,37.32,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.41,37.32,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
