"DUNKELD CARDNEY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5568,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,2.75,3.30,5.93,4.87,9.42,1.57,4.81,
February,,,,,1.54,4.94,5.46,1.67,2.65,2.56,1.07,
March,,,,,1.27,1.46,1.34,3.20,7.30,0.65,1.79,
April,,,,,3.08,4.30,2.34,1.53,1.31,0.83,2.00,
May,,,,,5.43,4.46,2.91,3.23,1.64,3.27,2.01,
June,,,,,2.13,0.39,3.80,3.07,3.31,1.82,1.88,
July,,,,,5.45,4.14,2.60,5.17,1.23,2.87,2.26,
August,,,,,4.17,4.52,2.38,6.91,6.02,3.39,7.27,
September,,,,,4.23,3.90,3.03,3.42,2.88,0.83,3.89,
October,,,,,3.83,4.60,6.30,5.93,5.40,4.22,4.73,
November,,,,,2.48,1.48,7.67,3.14,4.72,3.74,4.11,
December,,,,,8.35,3.55,0.64,1.86,4.04,7.41,5.70,
Total,,,,,44.71,41.04,44.40,44.00,49.92,33.16,41.52,
Calc annual,0.00,0.00,0.00,0.00,44.71,41.04,44.40,44.00,49.92,33.16,41.52,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
