"RICHHILL SANDYMOUNT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6194,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.78,2.76,2.98,2.26,3.51,1.76,4.78,2.82,3.90,1.24,3.12,
February,2.26,1.23,2.45,5.09,0.86,3.18,2.11,1.38,3.66,2.59,1.10,
March,2.43,2.52,1.20,1.03,0.95,0.96,1.22,2.20,2.80,0.20,1.95,
April,3.34,0.65,3.15,2.74,2.06,2.45,1.70,1.31,1.38,0.90,1.48,
May,3.32,2.30,1.35,1.04,4.19,4.65,2.92,1.87,0.98,2.27,2.27,
June,1.21,0.46,1.91,0.82,2.50,1.08,2.47,2.44,5.04,1.85,3.98,
July,3.98,3.66,2.59,2.79,4.16,3.84,3.22,2.68,1.72,2.86,3.59,
August,2.18,3.72,4.33,4.79,4.24,1.53,2.90,3.38,4.52,5.40,5.92,
September,2.05,0.82,2.46,3.10,5.04,2.87,1.63,5.28,1.97,1.00,3.92,
October,5.21,2.10,0.86,2.34,1.87,2.63,3.01,2.29,4.56,5.56,4.42,
November,2.19,2.80,1.19,3.16,2.18,1.55,2.83,2.98,4.09,3.11,3.16,
December,3.39,3.01,2.64,2.36,3.23,2.56,0.96,1.62,2.26,5.44,2.54,
Total,35.34,26.03,27.11,31.52,34.79,29.06,29.75,30.25,36.88,32.42,37.45,
Calc annual,35.34,26.03,27.11,31.52,34.79,29.06,29.75,30.25,36.88,32.42,37.45,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,
