"TULSK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6164,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,6.93,2.74,5.34,
February,,,,,,,,,3.30,2.96,0.36,
March,,,,,,,,,3.22,0.36,3.69,
April,,,,,,,,,1.82,0.95,1.95,
May,,,,,,,,,1.63,1.99,2.32,
June,,,,,,,,,7.74,2.25,1.75,
July,,,,,,,,,1.68,5.82,3.36,
August,,,,,,,,,4.16,4.51,5.95,
September,,,,,,,,,3.85,0.95,4.17,
October,,,,,,,,,6.36,4.74,5.79,
November,,,,,,,,,4.77,5.59,4.61,
December,,,,,,,,,3.36,7.32,4.50,
Total,,,,,,,,,48.82,40.18,43.79,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.82,40.18,43.79,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,
