"BROAD CLYST, (BROCKHILL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.39,2.22,3.92,2.08,4.37,3.92,,,,,,
February,0.31,0.25,2.18,7.12,0.94,4.17,,,,,,
March,3.09,1.59,2.56,1.14,1.17,0.48,,,,,,
April,3.98,0.74,2.54,2.80,2.70,3.16,,,,,,
May,1.29,1.78,0.46,1.21,4.00,4.86,,,,,,
June,2.10,0.56,0.89,0.41,2.09,0.00,,,,,,
July,3.97,0.82,2.86,0.93,3.67,3.15,,,,,,
August,1.16,1.27,3.52,2.00,3.03,1.93,,,,,,
September,1.28,0.49,2.69,2.83,4.40,3.79,,,,,,
October,2.97,0.69,0.98,4.64,4.85,3.09,,,,,,
November,1.74,3.43,1.56,2.46,3.55,2.85,,,,,,
December,3.18,1.55,5.36,3.03,3.38,3.36,,,,,,
Total,29.46,15.39,29.52,30.65,38.15,34.76,,,,,,
Calc annual,29.46,15.39,29.52,30.65,38.15,34.76,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,
