"THORPE ST.ANDREW, THORPEHURST",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.03,1.87,5.03,1.44,2.36,0.96,2.44,2.13,,,,
February,0.83,0.26,2.41,3.28,1.97,1.78,1.65,2.05,,,,
March,1.08,1.13,1.97,1.60,0.53,1.84,0.28,1.94,,,,
April,2.81,1.55,2.44,1.03,2.28,2.48,2.96,1.66,,,,
May,1.81,1.81,0.46,1.29,3.65,1.87,1.76,1.07,,,,
June,2.26,0.66,2.06,0.99,1.69,0.66,2.59,4.40,,,,
July,2.85,0.44,7.29,3.19,2.65,1.51,1.46,2.37,,,,
August,1.85,1.92,1.68,2.20,2.43,2.19,2.39,2.97,,,,
September,1.90,1.37,3.09,1.40,4.92,3.26,1.18,5.85,,,,
October,0.97,1.44,1.43,3.51,4.26,1.96,2.84,2.53,,,,
November,0.69,2.08,2.33,3.19,1.43,3.80,3.04,5.47,,,,
December,2.91,2.08,2.49,3.27,2.75,2.81,1.28,2.73,,,,
Total,21.99,16.61,32.68,26.39,30.92,25.12,23.87,35.17,,,,
Calc annual,21.99,16.61,32.68,26.39,30.92,25.12,23.87,35.17,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,
