"PORTHCURNO",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1901,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.00,3.71,4.50,2.50,5.29,3.41,5.02,6.60,6.25,3.01,6.60,
February,0.65,0.39,3.26,6.40,1.81,5.22,3.05,2.55,3.47,2.73,2.82,
March,2.62,2.78,2.73,1.98,1.83,0.95,1.18,2.98,4.99,0.38,3.67,
April,2.90,1.06,3.55,4.10,3.06,3.24,2.12,2.76,3.58,1.82,2.58,
May,-999.00,1.98,1.29,2.95,3.12,3.76,2.10,1.10,1.35,5.18,1.96,
June,2.21,0.17,1.31,0.65,1.70,0.00,2.77,3.24,2.88,2.78,1.23,
July,4.67,1.40,3.86,1.05,3.80,2.85,0.88,1.49,1.91,1.33,2.40,
August,1.22,3.77,3.66,2.52,2.63,3.92,2.25,2.41,1.93,2.26,3.92,
September,3.18,0.56,3.77,2.21,3.31,2.57,0.70,5.79,1.85,0.51,4.64,
October,5.78,1.45,2.23,5.10,9.74,3.16,3.28,2.64,6.45,6.15,4.90,
November,1.43,5.00,1.97,3.55,3.67,3.59,6.39,3.46,3.39,10.78,5.93,
December,3.10,2.50,6.50,3.57,5.41,5.90,1.61,4.40,4.54,6.83,3.61,
Total,35.33,24.77,38.63,36.58,45.37,38.57,31.35,39.42,42.59,43.76,44.26,
Calc annual,33.76,24.77,38.63,36.58,45.37,38.57,31.35,39.42,42.59,43.76,44.26,
Difference,1.57,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
