"ILKESTON, HALLAM FIELDS (NEW STANTON) 1928",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2711,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,1.90,2.40,1.80,4.50,1.43,4.37,
February,,,,,,2.52,2.11,1.68,2.12,0.50,0.93,
March,,,,,,0.74,0.74,2.45,2.15,0.30,3.28,
April,,,,,,1.89,1.41,1.73,1.04,1.25,3.52,
May,,,,,,3.91,2.23,1.22,1.79,2.25,3.33,
June,,,,,,0.05,1.77,4.13,2.78,1.28,3.01,
July,,,,,,1.45,2.06,2.33,1.33,1.44,5.82,
August,,,,,,2.13,1.60,2.96,2.89,2.71,3.26,
September,,,,,,3.37,1.03,4.51,1.08,0.54,4.53,
October,,,,,,3.10,2.00,2.29,4.30,3.47,3.27,
November,,,,,,1.62,3.44,2.50,3.16,5.33,3.47,
December,,,,,,2.47,0.95,2.51,2.45,4.49,2.82,
Total,,,,,,25.15,21.74,30.11,29.59,24.99,41.61,
Calc annual,0.00,0.00,0.00,0.00,0.00,25.15,21.74,30.11,29.59,24.99,41.61,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,0.00,-0.00,0.00,
