"WEETING HALL GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,1.16,,,,,,,,,
February,,,,,,,,,,,,
March,,0.97,,,,,,,,,,
April,,1.58,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,3.37,1.78,,,,,,,
September,,,,1.87,3.54,,,,,,,
October,,,,3.77,3.98,,,,,,,
November,,,,,,,,,,,,
December,,,1.82,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,2.55,2.98,9.01,9.30,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
