"ALNWICK CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.15,3.93,3.52,,,,,,,,,
February,1.62,0.18,2.48,,,,,,,,,
March,3.59,1.10,2.11,,,,,,,,,
April,3.03,1.12,3.67,,,,,,,,,
May,4.50,1.60,1.50,,,,,,,,,
June,1.08,1.03,1.12,,,,,,,,,
July,3.42,2.57,5.27,,,,,,,,,
August,2.60,4.89,1.89,,,,,,,,,
September,2.51,1.40,,,,,,,,,,
October,2.22,4.07,,,,,,,,,,
November,1.11,2.45,,,,,,,,,,
December,5.11,1.59,,,,,,,,,,
Total,32.94,25.93,,,,,,,,,,
Calc annual,32.94,25.93,21.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
