"HAMBLEDEN LOCK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,785,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.59,2.38,3.05,1.73,3.11,2.12,2.94,2.51,4.17,1.15,3.77,
February,0.48,0.21,2.70,3.84,0.38,3.36,2.46,4.17,2.14,0.91,0.79,
March,1.74,0.78,2.04,2.94,1.20,0.70,0.20,2.16,1.92,0.05,1.08,
April,3.34,0.84,2.98,2.91,3.07,1.66,2.75,1.65,1.39,0.94,2.59,
May,1.57,1.20,1.16,1.77,4.97,2.87,2.26,1.36,1.21,1.28,1.87,
June,2.90,0.24,1.39,0.47,3.12,0.01,2.74,3.04,3.06,0.80,0.25,
July,5.96,0.19,4.13,1.84,4.23,4.58,2.47,4.89,2.76,1.47,2.14,
August,1.45,1.49,3.48,2.28,2.51,4.45,1.11,3.12,3.01,0.97,2.81,
September,1.86,2.66,2.09,2.33,3.95,3.10,1.49,5.06,1.11,0.46,2.74,
October,2.24,1.60,0.87,5.28,4.23,3.20,2.29,2.52,4.20,3.17,1.08,
November,1.33,1.74,1.40,1.82,2.55,2.34,5.30,3.86,2.52,7.39,4.09,
December,2.43,1.44,2.45,3.00,3.95,2.22,0.49,3.73,2.42,5.34,3.10,
Total,27.89,14.77,27.74,30.21,37.27,30.61,26.50,38.07,29.91,23.93,26.31,
Calc annual,27.89,14.77,27.74,30.21,37.27,30.61,26.50,38.07,29.91,23.93,26.31,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,
