"DUNKELD, SNAIGOW",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5550,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.29,4.32,5.73,3.38,2.85,3.08,6.53,4.03,8.39,1.50,4.03,
February,3.15,0.62,3.61,8.01,1.48,4.13,5.33,1.63,2.06,1.78,1.22,
March,3.24,3.73,2.02,1.84,0.61,1.19,1.33,2.90,6.08,0.51,1.73,
April,1.78,0.89,2.61,3.03,2.39,3.75,2.45,1.28,1.00,0.92,1.67,
May,3.57,2.41,1.18,1.20,5.29,3.94,3.14,2.34,1.48,2.67,2.02,
June,1.36,0.63,1.48,0.67,1.83,0.36,3.18,2.91,3.22,1.75,1.90,
July,3.48,3.73,3.81,2.19,4.64,3.59,2.58,3.58,0.82,3.06,2.39,
August,3.60,6.93,2.22,5.50,3.47,3.48,2.30,5.72,5.60,3.49,6.64,
September,1.90,1.78,1.93,3.61,3.84,2.71,3.22,3.50,3.07,0.67,3.91,
October,4.10,2.85,1.68,3.85,3.54,4.39,5.41,5.64,5.09,3.90,4.36,
November,4.26,2.50,1.08,1.88,1.98,0.98,7.01,2.63,4.21,3.67,3.31,
December,4.74,2.19,3.08,3.04,7.05,4.50,0.54,1.62,3.45,6.33,5.16,
Total,39.47,32.58,30.43,38.20,38.97,36.10,43.02,37.78,44.47,30.25,38.34,
Calc annual,39.47,32.58,30.43,38.20,38.97,36.10,43.02,37.78,44.47,30.25,38.34,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
