"FELMINGHAM HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,1.23,2.76,,,,,
February,,,,,,2.26,1.66,,,,,
March,,,,,,1.92,0.27,,,,,
April,,,,,,2.32,2.64,,,,,
May,,,,,,2.37,1.16,,,,,
June,,,,,2.67,0.86,3.58,,,,,
July,,,,,,1.85,1.61,,,,,
August,,,,,,3.38,2.11,,,,,
September,,,,,,3.10,1.59,,,,,
October,,,,,,1.73,3.08,,,,,
November,,,,,,4.41,3.07,,,,,
December,,,,,,3.31,1.05,,,,,
Total,,,,,,28.74,24.58,,,,,
Calc annual,0.00,0.00,0.00,0.00,2.67,28.74,24.58,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,NaN,NaN,NaN,NaN,
