"CARDIFF W.W. (BLAEN TAF FAWR) NO.4 (OLD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4158,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,10.05,9.70,8.65,4.39,7.90,8.47,11.05,7.20,15.60,3.16,12.92,
February,3.37,0.25,8.92,12.61,0.72,10.27,6.02,6.45,7.16,1.38,0.93,
March,8.83,8.34,5.18,2.18,3.07,1.29,2.05,7.14,8.64,1.85,4.30,
April,9.32,1.55,3.96,3.66,5.59,4.77,4.08,2.43,3.03,1.43,6.60,
May,5.36,3.28,1.50,3.11,4.74,7.17,4.47,3.21,1.20,7.25,2.87,
June,5.71,0.65,2.10,0.77,4.18,0.00,3.46,6.51,8.72,4.77,4.85,
July,10.23,4.60,9.63,3.71,7.82,3.11,4.68,8.21,4.99,4.94,8.77,
August,3.78,9.82,5.58,6.77,8.63,6.69,7.74,12.49,6.83,6.08,7.28,
September,3.94,3.63,4.24,4.16,12.10,5.86,3.95,11.16,3.01,3.10,8.87,
October,5.20,2.58,2.08,11.17,10.32,10.61,6.28,8.69,14.81,10.79,10.04,
November,4.25,5.00,2.41,5.07,6.00,3.93,13.56,6.87,14.14,21.75,8.44,
December,11.00,3.82,10.96,6.01,13.29,6.32,0.99,4.87,6.97,22.19,8.86,
Total,81.04,53.22,65.21,63.61,84.36,68.49,68.33,85.23,95.10,88.69,84.73,
Calc annual,81.04,53.22,65.21,63.61,84.36,68.49,68.33,85.23,95.10,88.69,84.73,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
