"GOODRICH COURT GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2214,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.16,3.15,3.29,1.26,4.10,2.08,4.26,3.61,4.92,1.07,5.69,
February,0.84,0.18,3.53,6.88,0.35,4.25,1.95,3.07,2.41,0.96,1.00,
March,3.28,1.67,3.05,1.67,0.99,0.65,0.21,2.92,4.44,0.16,2.98,
April,4.61,0.86,3.09,2.76,1.92,2.23,2.34,1.21,0.96,0.92,3.31,
May,1.73,1.26,0.41,1.69,4.93,3.14,2.80,1.01,1.00,2.31,1.61,
June,2.99,0.71,0.57,0.32,3.29,0.00,2.25,3.09,2.06,1.91,0.91,
July,4.38,0.27,4.44,2.78,4.77,2.35,2.29,4.50,1.48,1.48,2.46,
August,0.80,2.27,2.87,2.13,3.95,3.33,2.72,4.76,2.32,1.78,3.29,
September,1.71,1.79,1.37,2.63,5.51,3.72,0.59,4.90,1.15,0.47,4.20,
October,3.92,1.47,1.05,5.89,4.55,3.50,3.37,2.91,6.31,5.38,2.99,
November,0.96,2.78,1.18,1.87,3.18,2.69,7.84,2.93,3.45,8.36,4.02,
December,3.45,2.20,4.60,2.21,3.94,3.59,0.58,2.42,2.40,7.23,3.56,
Total,32.83,18.61,29.45,32.09,41.48,31.53,31.20,37.33,32.90,32.03,36.02,
Calc annual,32.83,18.61,29.45,32.09,41.48,31.53,31.20,37.33,32.90,32.03,36.02,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
