"TUNBRIDGE WELLS, RUSTHALL GRANGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,329,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.46,4.15,
February,,,,,,,,,,0.63,1.48,
March,,,,,,,,,,0.08,1.01,
April,,,,,,,,,,1.21,1.65,
May,,,,,,,,,,2.42,2.85,
June,,,,,,,,,,1.25,1.21,
July,,,,,,,,,,1.88,2.59,
August,,,,,,,,,,3.25,3.09,
September,,,,,,,,,,0.39,3.37,
October,,,,,,,,,,3.08,1.58,
November,,,,,,,,,,9.18,5.86,
December,,,,,,,,,,7.99,2.95,
Total,,,,,,,,,,32.82,31.79,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.82,31.79,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,
