"NORTHOP (LOUGHTON HALL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4275,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.32,3.71,4.84,2.76,1.96,2.42,2.86,3.26,3.95,1.32,4.68,
February,2.65,0.48,3.26,3.91,0.60,4.99,2.02,2.22,2.63,0.76,0.76,
March,4.48,1.22,2.37,0.77,0.27,0.97,1.07,4.59,1.73,0.36,3.99,
April,4.80,1.28,2.22,1.79,1.65,2.43,0.95,1.84,1.56,1.16,3.36,
May,2.94,1.52,0.42,3.20,5.68,2.96,3.20,1.38,2.39,2.06,1.74,
June,2.96,0.36,2.18,0.69,1.85,0.04,2.08,5.29,4.10,2.47,1.69,
July,5.85,1.04,4.00,2.56,5.05,2.53,6.75,2.45,1.13,2.52,4.69,
August,2.25,3.05,2.93,3.35,3.74,4.36,2.72,6.77,3.33,3.40,4.27,
September,2.89,0.86,2.88,2.95,3.50,3.68,3.17,4.69,2.13,1.54,3.28,
October,2.67,2.68,0.72,5.10,4.38,4.11,2.66,2.37,4.00,4.21,5.37,
November,0.59,2.54,1.79,2.96,1.90,3.59,4.21,4.85,5.05,5.93,4.28,
December,2.45,3.15,4.57,4.64,2.77,3.22,0.88,1.50,2.98,5.64,4.79,
Total,37.85,21.89,32.18,34.68,33.35,35.30,32.57,41.21,34.98,31.37,42.90,
Calc annual,37.85,21.89,32.18,34.68,33.35,35.30,32.57,41.21,34.98,31.37,42.90,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
