"AIRDRIE (BROOMKNOLL STREET)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5183,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.67,6.66,5.88,3.70,3.11,3.56,4.13,4.73,7.32,1.15,4.44,
February,4.54,0.76,2.75,3.37,0.53,3.21,4.34,2.13,4.01,1.55,0.19,
March,3.33,4.68,2.16,1.21,0.66,2.09,2.52,2.85,2.73,0.79,1.91,
April,1.80,1.33,1.70,3.94,2.10,3.94,2.15,2.81,1.12,1.52,1.05,
May,3.93,2.02,3.38,2.58,4.64,4.75,3.60,1.81,1.91,2.31,1.38,
June,1.54,0.49,1.94,0.97,1.70,0.71,2.71,3.56,4.16,2.42,2.32,
July,3.93,3.31,3.50,5.60,3.01,1.76,3.75,2.97,2.20,3.10,4.54,
August,4.78,6.24,2.66,6.84,3.95,3.78,2.65,6.62,3.64,5.11,4.74,
September,2.56,2.39,2.76,4.61,3.17,3.55,3.96,6.70,2.93,1.35,3.73,
October,1.33,5.38,1.81,4.72,3.38,2.52,5.03,4.23,5.51,3.73,5.15,
November,3.19,2.10,1.95,4.12,2.13,0.74,5.50,3.30,3.30,5.37,4.51,
December,3.85,6.31,3.31,2.88,4.56,3.01,1.74,0.96,3.06,7.83,2.23,
Total,39.45,41.67,33.80,44.54,32.94,33.62,42.08,42.67,41.89,36.23,36.19,
Calc annual,39.45,41.67,33.80,44.54,32.94,33.62,42.08,42.67,41.89,36.23,36.19,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
