"MOATE COOLATORE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6138,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.12,3.54,3.16,2.92,3.40,2.86,5.12,3.31,3.84,1.97,3.37,
February,2.97,0.68,3.46,3.92,0.83,4.09,2.76,2.74,3.18,4.04,0.57,
March,2.82,2.80,1.92,1.40,1.08,0.53,1.39,2.83,2.97,0.52,3.80,
April,2.91,1.02,2.74,2.82,3.06,3.00,1.33,1.48,1.55,0.92,1.30,
May,3.10,2.49,1.94,1.26,3.97,4.64,2.04,1.38,1.74,2.20,2.03,
June,1.48,0.20,1.27,1.47,3.15,0.88,2.42,2.50,5.75,2.40,1.58,
July,4.32,3.71,3.09,2.19,4.54,2.87,4.78,3.08,1.63,3.67,3.66,
August,2.45,3.14,3.70,4.57,3.66,2.20,3.24,5.18,4.23,4.15,5.69,
September,1.93,1.29,3.19,3.34,6.13,2.57,2.25,4.34,2.15,1.24,3.14,
October,2.95,2.66,1.55,4.15,3.08,2.79,3.22,2.95,5.11,4.40,4.50,
November,2.67,3.93,0.89,2.81,3.55,1.92,3.46,2.02,3.92,3.68,3.85,
December,2.68,3.76,3.76,2.97,5.15,2.01,1.17,2.59,3.13,5.43,3.77,
Total,35.40,29.22,30.67,33.82,41.60,30.36,33.18,34.40,39.20,34.62,37.26,
Calc annual,35.40,29.22,30.67,33.82,41.60,30.36,33.18,34.40,39.20,34.62,37.26,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
