"WEARDALE WATER WORKS TUNSTALL RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3540,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.37,5.20,4.47,1.52,2.89,2.86,2.27,2.25,4.43,1.49,5.13,
February,1.59,0.21,2.37,5.55,1.04,4.49,2.07,0.57,2.32,1.02,3.14,
March,4.31,1.25,1.95,2.25,1.11,2.16,0.82,2.77,2.71,0.04,3.66,
April,4.38,1.22,2.74,2.25,1.46,3.40,2.28,3.04,0.78,0.77,2.92,
May,4.20,1.74,0.74,2.59,6.15,3.76,1.77,1.81,1.63,1.67,1.03,
June,0.96,0.24,1.04,0.89,1.91,0.20,3.03,3.11,5.29,1.87,1.08,
July,3.46,1.53,5.34,2.48,4.12,1.04,2.40,5.21,2.11,4.74,6.97,
August,1.78,5.32,2.36,5.05,2.23,3.17,2.93,8.28,4.50,3.43,5.55,
September,1.44,0.85,4.55,2.33,3.57,2.48,2.58,5.73,0.71,1.25,4.19,
October,2.59,1.88,1.94,2.94,4.12,3.29,3.22,2.59,5.58,2.84,2.86,
November,1.63,2.89,0.86,4.41,1.91,2.31,4.76,3.13,4.10,5.50,3.70,
December,4.79,2.69,5.70,2.94,3.20,2.96,0.74,2.07,1.26,9.29,3.96,
Total,34.50,25.02,34.06,35.20,33.71,32.12,28.87,40.56,35.42,33.91,44.19,
Calc annual,34.50,25.02,34.06,35.20,33.71,32.12,28.87,40.56,35.42,33.91,44.19,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
