"PULFORD SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,2.27,,,,,,,
February,,,,,0.40,,,,,,,
March,,,,,1.12,,,,,,,
April,,,,,2.03,,,,,,,
May,,,,,5.84,,,,,,,
June,,,,,1.79,,,,,,,
July,,,,,4.75,,,,,,,
August,,,,,3.25,,,,,,,
September,,,,,3.08,,,,,,,
October,,,,,3.37,,,,,,,
November,,,,,1.70,,,,,,,
December,,,,,3.36,,,,,,,
Total,,,,,32.96,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,32.96,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,
