"BUCKLAND ST MARY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.05,3.28,6.52,1.94,,,,,,,,
February,1.07,0.35,3.73,10.51,,,,,,,,
March,3.84,2.21,3.41,2.00,,,,,,,,
April,5.53,0.66,4.26,3.70,,,,,,,,
May,2.23,2.33,0.70,1.97,,,,,,,,
June,2.21,0.94,0.82,0.67,,,,,,,,
July,5.65,0.51,4.24,,,,,,,,,
August,1.64,1.72,4.39,,,,,,,,,
September,1.51,1.43,2.91,,,,,,,,,
October,3.51,0.99,1.55,,,,,,,,,
November,2.23,3.53,2.13,,,,,,,,,
December,4.35,2.36,5.92,,,,,,,,,
Total,39.82,20.31,40.58,,,,,,,,,
Calc annual,39.82,20.31,40.58,20.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
