"TOORMORE, ALTAR RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6003,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,5.83,5.51,8.80,,,2.25,7.63,
February,,,,,2.14,6.13,7.18,,,6.25,1.40,
March,,,,,1.99,0.57,2.32,,,1.19,5.95,
April,,,,,2.91,5.42,2.74,,,1.48,1.97,
May,,,,,2.44,5.51,3.69,,,2.68,2.49,
June,,,,,4.87,0.38,4.31,,,2.38,3.27,
July,,,,,4.93,3.83,1.30,,,3.90,2.95,
August,,,,6.47,4.16,3.34,2.86,,,3.83,6.15,
September,,,,3.92,6.79,3.67,1.09,,,1.01,5.64,
October,,,,6.12,6.08,4.57,3.89,,,5.17,7.11,
November,,,,4.74,3.17,2.39,5.71,,,9.69,6.66,
December,,,,4.19,7.57,5.11,0.78,,,10.60,5.67,
Total,,,,,52.88,46.43,44.67,,,50.43,56.89,
Calc annual,0.00,0.00,0.00,25.44,52.88,46.43,44.67,0.00,0.00,50.43,56.89,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,NaN,NaN,0.00,0.00,
