"BENNIWORTH RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2558,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,2.55,
February,,,,,,,,,,,1.09,
March,,,,,,,,,,,2.08,
April,,,,,,,,,,,3.00,
May,,,,,,,,,,1.40,2.02,
June,,,,,,,,,,1.20,1.54,
July,,,,,,,,,,1.47,5.30,
August,,,,,,,,,,2.33,2.48,
September,,,,,,,,,,0.65,3.66,
October,,,,,,,,,,3.17,2.23,
November,,,,,,,,,,4.58,3.16,
December,,,,,,,,,,4.28,1.78,
Total,,,,,,,,,,,30.89,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.08,30.89,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,
