"MORVERN, ARDTORNISH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5389,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,12.12,12.98,10.14,11.71,8.64,9.85,14.65,19.17,25.05,4.14,12.81,
February,9.90,5.20,11.90,7.77,3.96,8.25,8.26,8.05,10.40,2.53,0.51,
March,9.49,10.48,3.50,5.21,1.03,6.01,8.70,7.61,10.31,1.30,6.36,
April,2.99,4.02,3.63,6.14,7.19,9.69,4.03,8.68,5.97,3.39,3.59,
May,7.93,5.16,7.30,4.02,5.34,9.68,5.10,6.67,1.26,5.90,3.96,
June,2.61,1.92,5.30,4.84,6.34,2.80,6.01,7.79,5.22,5.04,4.85,
July,4.92,6.24,5.70,7.91,9.98,3.88,4.91,4.01,7.41,4.42,3.67,
August,5.43,4.71,4.33,7.14,9.32,6.67,9.06,7.51,8.07,8.82,10.92,
September,4.60,4.78,4.40,11.61,12.56,7.23,5.90,6.64,5.47,5.15,3.78,
October,5.80,7.50,3.76,14.27,6.87,10.55,12.37,10.14,11.17,12.25,13.09,
November,9.34,5.75,7.56,8.20,8.07,2.57,12.96,7.93,11.86,9.16,9.91,
December,7.55,13.47,10.69,11.86,15.28,7.21,10.93,1.17,9.39,16.89,12.15,
Total,82.68,82.21,78.21,100.68,94.58,84.39,102.88,95.37,111.58,78.99,85.60,
Calc annual,82.68,82.21,78.21,100.68,94.58,84.39,102.88,95.37,111.58,78.99,85.60,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,
