"DUNFERMLINE, FORDELL HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5474,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.45,5.20,3.15,1.97,2.91,3.01,4.23,2.25,5.36,1.09,3.14,
February,2.84,0.33,2.42,3.81,0.94,3.72,4.40,1.65,3.05,1.42,1.14,
March,2.47,3.18,1.67,0.80,1.06,2.18,1.73,2.14,3.02,0.45,2.25,
April,1.77,0.69,1.74,2.76,1.48,2.87,1.74,1.78,1.19,1.70,1.50,
May,2.82,2.08,1.88,1.10,5.78,4.76,2.79,2.21,1.49,2.85,1.37,
June,1.66,0.40,2.01,1.53,2.02,0.47,3.28,3.52,4.57,1.99,1.83,
July,3.13,2.52,3.59,3.29,4.28,1.87,4.18,2.76,2.39,3.10,3.98,
August,4.40,4.75,2.32,5.23,3.70,3.21,2.07,7.63,6.44,4.26,6.22,
September,1.76,1.55,2.72,2.20,3.28,3.78,4.13,6.51,2.94,0.59,4.27,
October,1.14,3.99,1.86,2.80,3.52,2.57,4.67,4.61,4.00,3.37,3.67,
November,2.48,1.76,1.84,2.70,1.97,1.12,5.28,1.77,3.01,4.53,3.86,
December,3.56,3.49,2.24,3.22,3.74,2.83,0.57,2.24,3.35,3.70,2.34,
Total,31.48,29.94,27.44,31.41,34.68,32.39,39.07,39.07,40.81,29.05,35.57,
Calc annual,31.48,29.94,27.44,31.41,34.68,32.39,39.07,39.07,40.81,29.05,35.57,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,
