"BRADFORD (STAIRS TOP, OXENHOPE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3270,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.15,10.25,3.75,5.93,4.01,7.39,6.46,5.56,13.84,2.66,7.46,
February,3.64,0.52,5.69,7.43,1.67,8.59,6.20,2.80,8.03,0.78,1.19,
March,4.62,3.42,3.57,2.79,1.66,2.20,3.63,5.23,3.74,1.21,3.69,
April,5.90,1.37,3.98,4.11,2.93,4.16,2.87,4.90,1.68,1.84,4.55,
May,5.35,2.31,1.57,5.17,6.59,5.75,4.47,2.48,1.66,3.84,2.68,
June,2.61,0.17,2.65,1.39,3.17,0.08,3.34,5.05,7.33,2.22,2.45,
July,8.55,1.76,6.07,5.91,5.23,2.36,3.55,3.54,1.84,3.44,7.62,
August,2.30,6.65,5.23,7.55,6.26,5.92,4.88,8.34,5.82,4.67,7.66,
September,2.25,1.96,6.12,6.78,6.50,4.09,4.54,6.55,0.98,2.22,5.78,
October,2.50,2.76,1.14,7.33,5.86,7.31,4.52,7.10,7.55,6.76,8.16,
November,4.02,2.71,2.35,7.69,4.09,3.15,7.59,6.63,9.34,9.76,8.14,
December,3.85,7.76,4.42,5.40,7.72,6.19,2.22,1.67,3.29,13.24,5.08,
Total,50.74,41.64,46.54,67.48,55.69,57.19,54.27,59.85,65.10,52.64,64.46,
Calc annual,50.74,41.64,46.54,67.48,55.69,57.19,54.27,59.85,65.10,52.64,64.46,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,
