"ICKENHAM SEWAGE WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,855,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,0.67,2.56,
February,,,,,,,,,,0.38,0.53,
March,,,,,,,,,,0.00,1.09,
April,,,,,,,,,,0.70,1.51,
May,,,,,,,,,,2.00,2.50,
June,,,,,,,,,,0.88,1.26,
July,,,,,,,,,,2.05,1.77,
August,,,,,,,,,,1.38,2.60,
September,,,,,,,,,,0.36,2.47,
October,,,,,,,,,,2.62,0.95,
November,,,,,,,,,,5.01,3.67,
December,,,,,,,,,,4.45,1.69,
Total,,,,,,,,,,20.50,22.60,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.50,22.60,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
