"LOGIE COLDSTONE, LOANHEAED",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.30,1.40,,,,,,,,,,
February,1.03,0.48,,,,,,,,,,
March,2.15,1.36,,,,,,,,,,
April,2.45,1.19,,,,,,,,,,
May,2.23,2.57,,,,,,,,,,
June,0.58,1.20,,,,,,,,,,
July,2.69,1.89,,,,,,,,,,
August,2.83,2.54,,,,,,,,,,
September,2.75,0.96,,,,,,,,,,
October,3.94,1.25,,,,,,,,,,
November,2.25,2.30,,,,,,,,,,
December,2.57,1.51,,,,,,,,,,
Total,26.77,18.65,,,,,,,,,,
Calc annual,26.77,18.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
