"CHESTERFIELD, WALTON SANATORIUM",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2715,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,2.09,3.15,3.20,1.65,6.51,1.60,5.07,
February,,,,,0.75,3.97,1.80,1.61,3.32,0.61,0.58,
March,,,,,0.93,0.97,1.00,3.42,2.76,0.05,2.66,
April,,,,,2.26,2.68,2.38,2.23,0.83,1.06,2.49,
May,,,,,3.71,3.72,2.88,1.09,0.93,2.24,1.35,
June,,,,,2.32,0.18,2.12,3.64,2.96,1.13,0.94,
July,,,,,4.28,1.15,2.54,2.46,0.86,1.69,5.68,
August,,,,,2.73,2.36,2.80,3.38,3.16,2.00,2.57,
September,,,,,2.21,3.07,1.26,4.44,0.25,1.29,4.42,
October,,,,,4.71,3.43,2.82,2.37,5.05,3.71,3.08,
November,,,,,1.80,1.97,4.31,2.27,5.14,6.39,3.51,
December,,,,,3.18,2.56,1.51,2.64,2.02,6.53,2.93,
Total,,,,,30.97,29.21,28.62,31.20,33.79,28.30,35.28,
Calc annual,0.00,0.00,0.00,0.00,30.97,29.21,28.62,31.20,33.79,28.30,35.28,
Difference,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,
