"1 MOSTYN ROAD, MERTON PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.26,1.82,2.59,1.27,,,,,,,,
February,0.72,0.18,2.03,3.09,,,,,,,,
March,1.35,1.09,1.75,2.10,,,,,,,,
April,2.71,1.03,2.41,1.49,,,,,,,,
May,0.67,1.43,0.87,2.20,,,,,,,,
June,2.97,0.32,1.42,0.24,,,,,,,,
July,3.66,0.09,3.63,2.53,,,,,,,,
August,1.73,1.04,2.07,1.70,,,,,,,,
September,2.55,1.50,1.75,1.15,,,,,,,,
October,1.07,0.94,1.03,5.21,,,,,,,,
November,1.45,1.73,1.29,1.55,,,,,,,,
December,2.01,1.27,3.37,2.20,,,,,,,,
Total,23.15,12.44,24.21,24.73,,,,,,,,
Calc annual,23.15,12.44,24.21,24.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
