"ST KEYNE, LOCRENTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1933,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,8.46,
February,,,,,,,,,,,2.98,
March,,,,,,,,,,,3.68,
April,,,,,,,,,,,3.05,
May,,,,,,,,,,,2.76,
June,,,,,,,,,,,1.44,
July,,,,,,,,,,,3.41,
August,,,,,,,,,,,7.19,
September,,,,,,,,,,,7.69,
October,,,,,,,,,,,6.72,
November,,,,,,,,,,,8.69,
December,,,,,,,,,,,7.24,
Total,,,,,,,,,,,63.31,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.31,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,
