"BEN ALDER, LOCH A' BHEALAICH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5726,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,17.10,15.70,20.60,10.70,,17.00,,,,12.10,
February,,4.50,19.90,9.20,8.10,-999.00,11.50,,,,2.10,
March,,20.40,5.20,7.40,2.00,,16.40,,,,9.10,
April,,5.70,9.70,7.50,4.30,12.00,5.00,,,,2.80,
May,,7.70,10.60,6.00,5.20,14.00,6.40,,,,6.80,
June,,3.70,6.30,6.00,3.10,2.30,5.10,7.80,,,5.60,
July,,6.70,5.40,14.00,9.00,3.00,7.00,6.10,,,4.60,
August,,11.30,6.00,17.30,8.70,4.20,6.00,7.50,,,9.20,
September,,6.50,8.70,14.40,11.50,8.30,9.00,9.40,,,8.50,
October,,11.70,11.40,23.00,10.00,7.50,14.00,8.10,,,12.40,
November,12.50,7.10,17.00,9.00,5.60,2.10,12.00,9.10,,,11.10,
December,8.30,14.00,12.50,7.20,16.40,9.00,7.00,,,23.40,8.20,
Total,,116.40,128.40,141.60,94.60,84.90,116.40,,,,92.50,
Calc annual,20.80,116.40,128.40,141.60,94.60,62.40,116.40,48.00,0.00,23.40,92.50,
Difference,NaN,0.00,-0.00,0.00,0.00,22.50,0.00,NaN,NaN,NaN,0.00,
