"BRIGG, THORNHOLME",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2572,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,1.88,3.88,1.86,2.59,
February,,,,,,,,0.99,1.51,0.57,0.32,
March,,,,,,,,1.21,2.24,0.14,1.73,
April,,,,,,,,2.20,1.03,0.67,2.89,
May,,,,,,,,0.97,1.36,1.06,1.85,
June,,,,,,,,2.87,2.69,0.68,2.45,
July,,,,,,,,2.38,0.46,1.37,5.34,
August,,,,,,,,3.29,4.32,2.40,3.57,
September,,,,,,,,3.35,0.22,1.19,3.57,
October,,,,,,,,1.60,4.16,3.47,2.17,
November,,,,,,,,2.01,2.68,4.14,3.07,
December,,,,,,,,2.17,2.07,4.24,1.71,
Total,,,,,,,,24.92,26.62,21.79,30.76,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.92,26.62,21.79,31.26,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.50,
