"HARTLEY (THE OLD DOWNS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,3.20,1.56,,,,,,,,
February,,,2.32,3.59,,,,,,,,
March,,,1.74,2.05,,,,,,,,
April,,,3.14,2.10,,,,,,,,
May,,,0.76,2.80,,,,,,,,
June,,,1.12,0.84,,,,,,,,
July,,,3.18,1.35,,,,,,,,
August,,,2.24,2.02,,,,,,,,
September,,,2.46,1.59,,,,,,,,
October,,,2.24,5.54,,,,,,,,
November,,,1.07,2.15,,,,,,,,
December,,,4.02,2.10,,,,,,,,
Total,,,27.49,27.69,,,,,,,,
Calc annual,0.00,0.00,27.49,27.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
