"SWINTON HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.20,4.26,2.09,1.34,1.53,,,,,,,
February,1.83,0.47,2.01,2.73,0.61,,,,,,,
March,2.84,1.77,1.25,1.12,0.54,,,,,,,
April,2.38,0.60,2.00,1.30,0.92,,,,,,,
May,3.22,2.69,0.58,1.80,4.06,,,,,,,
June,0.92,0.70,1.84,0.75,1.83,,,,,,,
July,3.56,2.69,4.16,1.61,4.26,,,,,,,
August,2.99,4.14,1.96,3.75,3.07,,,,,,,
September,1.63,1.17,2.46,1.48,2.30,,,,,,,
October,1.59,2.78,2.99,2.08,2.93,,,,,,,
November,1.20,1.70,0.78,3.56,0.97,,,,,,,
December,3.33,2.02,2.00,2.40,2.35,,,,,,,
Total,27.69,24.99,24.12,23.92,25.37,,,,,,,
Calc annual,27.69,24.99,24.12,23.92,25.37,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,
