"BRAEMAR, DERRY LODGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5629,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.24,5.42,5.85,6.84,2.24,4.68,5.55,3.78,6.31,1.10,3.42,
February,3.32,0.80,3.41,8.67,2.85,5.72,2.03,0.99,2.52,1.02,0.63,
March,3.85,4.95,2.23,1.18,0.51,2.88,2.29,2.66,5.00,0.60,0.94,
April,2.30,1.26,4.17,2.35,1.21,3.30,2.35,2.83,1.16,1.94,2.43,
May,2.63,2.59,2.55,4.74,3.35,3.82,2.44,2.99,2.12,2.18,1.45,
June,0.74,0.98,1.97,1.46,2.32,0.44,2.41,3.50,3.13,2.08,1.72,
July,2.91,1.75,3.71,4.79,3.97,2.41,1.76,3.50,1.99,3.95,2.80,
August,2.69,3.85,3.03,5.46,3.99,1.73,2.47,3.08,4.80,2.97,4.03,
September,2.03,1.62,1.62,2.91,5.73,4.17,2.84,3.79,3.45,1.60,4.37,
October,2.62,2.15,1.93,4.44,3.28,2.99,6.35,3.91,5.26,4.21,5.68,
November,3.49,2.05,1.86,4.11,2.93,2.00,5.09,3.66,5.00,3.58,2.89,
December,4.49,5.83,2.90,3.12,5.03,5.00,1.25,1.51,2.16,7.03,3.19,
Total,35.31,33.25,35.23,50.07,37.41,39.14,36.83,36.20,42.90,32.26,33.55,
Calc annual,35.31,33.25,35.23,50.07,37.41,39.14,36.83,36.20,42.90,32.26,33.55,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,
