"STOKE NEWINGTON NEW RIVER RESERVOIR LORDSHIP LANE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,50,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.49,2.37,2.88,1.27,2.79,1.74,2.83,1.55,3.54,0.87,2.29,
February,0.53,0.20,2.04,3.11,0.57,3.00,3.27,3.09,1.56,0.51,1.04,
March,1.43,1.18,1.40,2.22,0.77,0.62,0.35,2.23,1.16,0.00,1.53,
April,3.03,1.20,2.88,1.50,2.91,1.55,3.15,2.01,0.95,1.13,1.67,
May,0.73,1.00,0.66,1.95,2.99,1.44,1.58,1.20,1.76,1.26,2.93,
June,1.66,0.59,1.31,0.48,2.28,0.11,3.13,2.51,2.50,1.01,1.68,
July,3.89,0.24,3.54,2.54,5.16,3.31,1.87,2.84,1.96,1.80,1.98,
August,1.85,1.67,2.53,1.87,2.35,2.42,1.86,3.80,2.25,1.57,2.61,
September,3.11,2.76,1.98,1.11,2.72,2.08,0.89,4.76,0.68,0.28,3.64,
October,1.39,0.66,0.87,5.23,3.43,2.79,2.07,1.21,3.53,2.77,1.33,
November,1.03,1.84,1.44,1.47,2.47,1.61,4.55,2.06,2.22,5.27,4.39,
December,2.35,1.26,2.95,2.17,3.26,2.67,0.37,3.20,2.32,3.97,2.06,
Total,23.49,14.97,24.48,24.92,31.70,23.34,25.92,30.46,24.43,20.44,27.15,
Calc annual,23.49,14.97,24.48,24.92,31.70,23.34,25.92,30.46,24.43,20.44,27.15,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
