"MOLD, MOUNT PLEASANT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4274,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,2.94,4.03,1.40,4.36,
February,,,,,,,,1.42,2.67,0.80,0.67,
March,,,,,,,,4.43,1.77,0.27,3.46,
April,,,,,,,,1.80,1.33,1.08,3.22,
May,,,,,,,,1.41,2.42,1.84,1.60,
June,,,,,,,,5.06,3.75,2.51,2.28,
July,,,,,,,,2.79,0.96,2.15,4.23,
August,,,,,,,,6.20,3.06,3.09,3.98,
September,,,,,,,,4.06,2.13,1.50,4.15,
October,,,,,,,,2.36,3.55,4.05,4.91,
November,,,,,,,,4.72,4.88,5.22,4.11,
December,,,,,,,,1.40,2.57,5.54,4.37,
Total,,,,,,,,38.59,33.12,29.45,41.34,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.59,33.12,29.45,41.34,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,
