"NORTHAMPTON (MERCERS ROW)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1110,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.45,2.11,3.31,1.07,2.33,1.06,2.81,2.09,3.12,1.19,2.63,
February,0.69,0.34,1.96,3.77,0.45,2.84,2.91,2.88,1.86,0.62,0.51,
March,2.14,0.75,1.63,1.92,0.89,0.47,0.58,1.85,1.64,0.03,1.62,
April,5.00,1.04,3.33,1.89,2.91,1.56,3.33,1.35,1.17,1.52,2.01,
May,1.22,1.33,1.22,1.07,3.91,2.47,2.74,0.74,0.88,1.36,2.72,
June,2.08,0.35,1.39,0.63,1.92,0.03,2.27,3.05,2.35,1.06,1.38,
July,2.69,0.44,3.54,2.47,2.93,2.41,1.44,2.71,3.06,1.90,2.42,
August,0.79,1.75,4.79,1.54,2.04,1.57,1.31,3.43,1.58,0.84,2.02,
September,1.77,1.07,2.04,2.48,2.85,3.26,1.40,4.52,1.07,0.48,2.90,
October,1.08,1.10,0.85,3.41,3.56,2.96,2.09,1.55,3.67,2.67,0.98,
November,1.50,1.74,1.12,1.68,2.45,1.49,3.19,2.53,2.64,5.27,2.74,
December,2.21,1.22,2.60,2.63,3.43,2.28,0.44,2.84,2.13,4.44,2.04,
Total,23.62,13.24,27.78,24.56,29.67,22.40,24.51,29.54,25.17,21.38,23.97,
Calc annual,23.62,13.24,27.78,24.56,29.67,22.40,24.51,29.54,25.17,21.38,23.97,
Difference,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,
