"HARRINGAY, 64 KNIGHTMAN ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.25,2.20,2.89,1.22,,,,,,,,
February,0.46,0.22,1.98,3.03,,,,,,,,
March,1.48,1.20,1.34,2.11,,,,,,,,
April,3.06,1.26,2.82,1.39,,,,,,,,
May,0.82,0.91,0.65,1.83,,,,,,,,
June,1.83,0.55,1.35,0.50,,,,,,,,
July,3.61,0.14,3.28,2.47,,,,,,,,
August,1.68,1.21,2.09,1.90,,,,,,,,
September,3.09,2.52,1.87,1.21,,,,,,,,
October,1.10,0.57,0.73,5.13,,,,,,,,
November,0.99,1.64,1.49,1.42,,,,,,,,
December,2.28,0.97,2.71,2.13,,,,,,,,
Total,22.65,13.39,23.20,24.34,,,,,,,,
Calc annual,22.65,13.39,23.20,24.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
