"ROUNDWOOD, IPSWICH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1342,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,3.35,1.87,1.78,
February,,,,,,,,,1.02,0.43,0.67,
March,,,,,,,,,2.31,0.03,1.43,
April,,,,,,,,,1.41,1.74,1.41,
May,,,,,,,,,1.80,1.24,2.02,
June,,,,,,,,,2.36,0.69,1.19,
July,,,,,,,,,2.30,2.85,4.81,
August,,,,,,,,,2.22,1.28,2.22,
September,,,,,,,,3.25,0.80,0.69,4.59,
October,,,,,,,,2.13,1.72,2.76,0.77,
November,,,,,,,,2.63,1.86,4.22,3.51,
December,,,,,,,,2.46,4.02,4.18,2.19,
Total,,,,,,,,,25.17,21.98,26.59,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.47,25.17,21.98,26.59,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,
