"PERTH, MOULIN ALMOND",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,4.17,5.03,2.38,2.73,3.42,5.02,3.11,6.77,,,
February,,0.53,2.71,5.19,1.18,3.72,5.36,1.53,3.16,,,
March,,3.27,2.52,1.01,0.98,1.59,1.88,2.44,4.49,,,
April,,0.68,2.43,3.25,1.86,3.67,1.88,1.15,0.87,,,
May,,2.78,1.75,1.28,5.69,4.70,2.56,3.12,2.06,,,
June,,0.46,1.76,0.98,1.74,0.40,3.66,3.53,,,,
July,,2.82,3.84,2.25,5.64,2.35,3.14,3.95,,,,
August,,5.95,1.55,5.81,4.04,2.69,2.57,4.76,,,,
September,,1.67,1.42,2.91,3.86,3.21,3.42,4.21,,,,
October,,3.47,2.30,3.03,3.22,2.87,5.48,5.16,,,,
November,,2.32,2.19,2.09,1.97,0.75,6.50,2.47,,,,
December,,3.29,3.17,2.62,5.14,4.12,0.40,1.66,,,,
Total,34.42,31.41,30.67,32.80,38.05,33.49,41.87,37.09,,,,
Calc annual,0.00,31.41,30.67,32.80,38.05,33.49,41.87,37.09,17.35,0.00,0.00,
Difference,34.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,
