"ASHLEY (MARKET HARBOROUGH)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.29,2.57,4.02,,,,,,,,,
February,0.95,0.28,2.32,,,,,,,,,
March,2.16,1.10,1.72,,,,,,,,,
April,5.09,1.31,3.07,,,,,,,,,
May,1.79,2.07,1.03,,,,,,,,,
June,1.73,0.85,0.78,,,,,,,,,
July,3.43,0.36,4.54,,,,,,,,,
August,1.40,2.51,5.12,,,,,,,,,
September,2.20,1.01,2.03,,,,,,,,,
October,1.86,1.78,1.04,,,,,,,,,
November,1.25,1.73,,,,,,,,,,
December,2.36,1.77,,,,,,,,,,
Total,26.51,17.34,,,,,,,,,,
Calc annual,26.51,17.34,25.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
