"KINGSBRIDGE RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1670,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,3.96,7.99,
February,,,,,,,,,,4.98,1.98,
March,,,,,,,,,,0.69,2.63,
April,,,,,,,,,,0.67,3.81,
May,,,,,,,,,,3.26,2.91,
June,,,,,,,,,,2.93,0.75,
July,,,,,,,,,,1.99,2.30,
August,,,,,,,,,,2.99,5.42,
September,,,,,,,,,,0.32,4.29,
October,,,,,,,,,,6.29,4.74,
November,,,,,,,,,,12.77,8.65,
December,,,,,,,,,,9.76,5.36,
Total,,,,,,,,,,50.61,50.83,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.61,50.83,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
