"PARKSTONE, COMBE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,NONE,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,4.85,1.41,3.45,5.34,,,,,,
February,,,2.58,6.88,0.59,5.14,,,,,,
March,,,3.20,1.42,1.57,0.90,,,,,,
April,,,3.95,4.54,3.02,2.66,,,,,,
May,,,0.55,2.22,4.26,3.51,,,,,,
June,,,1.01,0.37,2.05,0.00,,,,,,
July,,,4.00,0.79,3.23,3.32,,,,,,
August,,,5.76,2.14,2.42,2.91,,,,,,
September,,,1.64,2.26,4.07,3.62,,,,,,
October,,,1.99,5.85,5.03,4.30,,,,,,
November,,,2.11,2.00,3.77,3.41,,,,,,
December,,,4.67,3.70,5.96,4.17,,,,,,
Total,,,36.31,33.60,39.42,39.28,,,,,,
Calc annual,0.00,0.00,36.31,33.58,39.42,39.28,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,0.00,0.02,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,
