"RADLETT MAYFLOWER, WATFORD ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,2.50,3.37,,,,,,,,,
February,,0.20,2.31,,,,,,,,,
March,,1.51,1.90,,,,,,,,,
April,,1.33,,,,,,,,,,
May,,1.29,,,,,,,,,,
June,,0.11,,,,,,,,,,
July,,0.20,,,,,,,,,,
August,,1.71,2.70,,,,,,,,,
September,,2.67,2.37,,,,,,,,,
October,,0.79,,,,,,,,,,
November,,1.95,,,,,,,,,,
December,,1.24,,,,,,,,,,
Total,,15.50,,,,,,,,,,
Calc annual,0.00,15.50,12.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
