"RINGWOOD ATHOL LODGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,620,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,3.76,5.00,1.19,3.32,4.32,4.66,2.27,5.41,1.34,3.62,
February,3.91,0.22,2.76,6.46,0.67,4.78,1.96,3.55,2.25,1.58,0.71,
March,2.41,1.43,2.67,2.00,1.35,1.14,0.44,3.29,3.05,0.22,1.15,
April,3.48,1.33,3.57,3.41,2.78,2.63,3.22,1.95,1.65,1.14,2.46,
May,1.33,1.45,0.50,1.76,4.13,3.71,2.37,1.27,1.65,1.92,2.80,
June,2.66,0.51,1.03,0.53,2.08,0.00,3.08,2.18,2.03,1.31,0.44,
July,4.90,0.36,3.46,0.73,3.39,2.41,1.13,2.54,1.35,1.16,1.24,
August,1.16,1.64,5.31,2.07,2.33,2.32,0.97,2.80,2.89,1.32,3.64,
September,1.58,0.81,1.57,2.04,3.48,3.40,0.80,4.83,2.10,0.36,3.75,
October,2.60,1.42,1.26,5.01,4.47,3.11,3.08,2.22,6.33,3.64,2.42,
November,1.58,2.56,1.87,1.50,3.36,3.00,8.74,3.46,2.36,7.88,5.58,
December,3.12,1.60,3.98,3.25,4.81,3.48,0.55,4.21,2.38,6.01,3.97,
Total,28.73,17.09,32.98,29.95,36.17,34.30,31.00,34.57,33.45,27.88,31.78,
Calc annual,28.73,17.09,32.98,29.95,36.17,34.30,31.00,34.57,33.45,27.88,31.78,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,
