"MEATHOP (WESTMORLAND SANATORIUM)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3711,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,7.96,
February,,,,,,,,,,,0.60,
March,,,,,,,,,,,3.31,
April,,,,,,,,,,,2.06,
May,,,,,,,,,,,1.85,
June,,,,,,,,,,,3.85,
July,,,,,,,,,,,4.11,
August,,,,,,,,,,,6.41,
September,,,,,,,,,,,2.77,
October,,,,,,,,,,,9.15,
November,,,,,,,,,,,5.91,
December,,,,,,,,,,,4.60,
Total,,,,,,,,,,,52.58,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.58,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,
