"FETTERCAIRN, POLICE STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.61,2.06,5.17,2.66,4.18,,,,,,,
February,1.73,0.57,4.01,9.31,1.47,,,,,,,
March,2.61,2.17,2.42,1.87,0.87,,,,,,,
April,2.67,0.97,2.43,3.40,2.61,,,,,,,
May,3.72,2.01,0.84,4.53,5.01,,,,,,,
June,0.95,0.79,1.80,0.61,1.30,,,,,,,
July,2.94,1.94,3.16,1.37,4.71,,,,,,,
August,4.04,1.98,2.17,4.64,3.88,,,,,,,
September,1.89,1.25,3.66,2.95,4.37,,,,,,,
October,4.60,1.39,1.51,3.44,4.80,,,,,,,
November,2.60,3.27,2.20,2.80,2.50,,,,,,,
December,4.30,1.38,2.17,4.01,4.00,,,,,,,
Total,34.66,19.78,31.54,41.59,39.70,,,,,,,
Calc annual,34.66,19.78,31.54,41.59,39.70,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,
