"BRIGG, WRAWBY ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2573,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,13.42,,12.50,,,3.00,1.53,3.98,1.84,2.60,
February,,11.88,,11.10,,,1.14,1.34,1.70,0.53,0.28,
March,,9.76,,9.10,,,0.53,1.27,2.26,0.16,1.72,
April,,12.08,,11.20,,,1.78,2.26,1.00,0.65,2.35,
May,,16.36,,15.40,,,2.09,1.12,1.32,1.08,1.83,
June,,5.87,,5.50,,,3.68,3.04,2.67,0.74,2.60,
July,,14.42,,13.50,,,2.19,2.35,0.47,1.37,5.50,
August,,12.08,,11.20,,,2.66,2.85,4.29,2.44,3.66,
September,,12.80,,12.00,,,0.73,3.38,0.28,1.21,3.58,
October,,11.92,,11.10,,,2.39,1.57,4.20,3.56,2.21,
November,,10.42,,9.70,,,2.24,2.11,2.78,4.24,3.10,
December,,13.56,,12.70,,,0.74,2.19,2.07,4.26,1.71,
Total,,144.57,,135.00,,,23.17,25.01,27.02,22.08,31.14,
Calc annual,0.00,144.57,0.00,135.00,0.00,0.00,23.17,25.01,27.02,22.08,31.14,
Difference,NaN,0.00,NaN,0.00,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,
