"WALSDEN WHITEHOLME DRAIN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3223,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.70,7.83,3.65,,3.47,5.19,5.51,4.71,12.40,1.92,7.10,
February,4.19,0.98,5.19,,1.45,7.92,4.48,1.87,5.80,0.85,0.88,
March,3.16,3.89,3.52,,1.85,1.63,2.56,4.57,2.98,1.57,3.21,
April,6.20,1.25,3.00,,2.44,3.37,1.97,3.38,1.16,1.37,3.39,
May,5.54,2.35,1.50,,5.76,5.34,4.72,2.14,1.67,3.92,2.29,
June,3.50,0.26,2.82,,3.15,0.12,3.14,4.33,7.68,1.85,2.57,
July,8.90,2.40,4.85,,4.71,2.20,4.22,3.37,2.12,2.55,7.44,
August,2.60,7.23,5.87,,6.81,4.73,5.07,9.30,5.41,6.32,8.19,
September,2.57,2.18,3.93,,5.94,4.13,4.24,6.56,0.76,2.14,4.38,
October,1.80,3.14,0.96,,6.19,6.24,4.73,5.64,6.08,6.48,6.53,
November,2.67,2.65,3.07,,3.41,2.57,6.67,5.73,8.18,8.47,6.81,
December,3.78,6.27,4.29,,5.32,4.54,2.14,1.55,3.27,8.68,3.88,
Total,49.61,40.43,42.65,,50.50,47.98,49.45,53.15,57.51,46.12,56.67,
Calc annual,49.61,40.43,42.65,0.00,50.50,47.98,49.45,53.15,57.51,46.12,56.67,
Difference,0.00,-0.00,-0.00,NaN,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,
