"FRANT (ERIDGE CASTLE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,578,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.72,3.82,4.30,1.79,2.74,4.09,4.29,2.88,5.34,1.27,4.43,
February,0.80,0.87,3.40,5.28,1.21,5.34,2.72,5.29,1.74,0.62,1.51,
March,2.08,2.48,2.94,2.44,2.18,1.04,0.46,5.11,2.32,0.06,1.41,
April,3.04,1.54,3.43,3.12,3.63,2.55,5.11,1.91,2.95,1.14,1.73,
May,1.56,2.02,0.97,4.17,4.51,3.04,1.89,0.89,1.41,2.34,2.44,
June,1.21,0.07,1.63,0.59,3.51,0.18,3.50,4.26,2.79,1.23,1.34,
July,4.64,0.61,3.69,2.36,4.29,4.24,2.02,2.64,1.62,1.41,3.37,
August,1.63,2.09,3.15,2.03,3.05,1.90,1.55,4.50,2.83,3.28,4.09,
September,3.05,0.95,2.45,2.19,3.48,2.57,0.57,4.80,0.70,0.46,3.74,
October,1.81,1.38,1.75,7.25,4.33,4.46,2.75,2.77,7.68,4.43,1.54,
November,2.17,1.74,2.41,2.70,3.87,3.41,8.18,3.20,5.10,9.40,6.97,
December,4.00,2.90,4.87,4.00,6.17,4.58,0.73,4.78,3.58,8.17,3.06,
Total,30.71,20.47,34.99,37.92,42.97,37.40,33.77,43.03,38.06,33.81,35.63,
Calc annual,30.71,20.47,34.99,37.92,42.97,37.40,33.77,43.03,38.06,33.81,35.63,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
